 -0.937500E+00 -0.281250E+00
 -0.937500E+00 -0.187500E+00
 -0.937500E+00 -0.937500E-01
 -0.937500E+00  0.000000E+00
 -0.937500E+00  0.937500E-01
 -0.937500E+00  0.187500E+00
 -0.937500E+00  0.281250E+00
 -0.843750E+00 -0.468750E+00
 -0.843750E+00 -0.375000E+00
 -0.843750E+00 -0.281250E+00
 -0.843750E+00 -0.187500E+00
 -0.843750E+00 -0.937500E-01
 -0.843750E+00  0.000000E+00
 -0.843750E+00  0.937500E-01
 -0.843750E+00  0.187500E+00
 -0.843750E+00  0.281250E+00
 -0.843750E+00  0.375000E+00
 -0.843750E+00  0.468750E+00
 -0.750000E+00 -0.656250E+00
 -0.750000E+00 -0.562500E+00
 -0.750000E+00 -0.468750E+00
 -0.750000E+00 -0.375000E+00
 -0.750000E+00 -0.281250E+00
 -0.750000E+00 -0.187500E+00
 -0.750000E+00 -0.937500E-01
 -0.750000E+00  0.000000E+00
 -0.750000E+00  0.937500E-01
 -0.750000E+00  0.187500E+00
 -0.750000E+00  0.281250E+00
 -0.750000E+00  0.375000E+00
 -0.750000E+00  0.468750E+00
 -0.750000E+00  0.562500E+00
 -0.750000E+00  0.656250E+00
 -0.656250E+00 -0.750000E+00
 -0.656250E+00 -0.656250E+00
 -0.656250E+00 -0.562500E+00
 -0.656250E+00 -0.468750E+00
 -0.656250E+00 -0.375000E+00
 -0.656250E+00 -0.281250E+00
 -0.656250E+00 -0.187500E+00
 -0.656250E+00 -0.937500E-01
 -0.656250E+00  0.000000E+00
 -0.656250E+00  0.937500E-01
 -0.656250E+00  0.187500E+00
 -0.656250E+00  0.281250E+00
 -0.656250E+00  0.375000E+00
 -0.656250E+00  0.468750E+00
 -0.656250E+00  0.562500E+00
 -0.656250E+00  0.656250E+00
 -0.656250E+00  0.750000E+00
 -0.562500E+00 -0.750000E+00
 -0.562500E+00 -0.656250E+00
 -0.562500E+00 -0.562500E+00
 -0.562500E+00 -0.468750E+00
 -0.562500E+00 -0.375000E+00
 -0.562500E+00 -0.281250E+00
 -0.562500E+00 -0.187500E+00
 -0.562500E+00 -0.937500E-01
 -0.562500E+00  0.000000E+00
 -0.562500E+00  0.937500E-01
 -0.562500E+00  0.187500E+00
 -0.562500E+00  0.281250E+00
 -0.562500E+00  0.375000E+00
 -0.562500E+00  0.468750E+00
 -0.562500E+00  0.562500E+00
 -0.562500E+00  0.656250E+00
 -0.562500E+00  0.750000E+00
 -0.468750E+00 -0.843750E+00
 -0.468750E+00 -0.750000E+00
 -0.468750E+00 -0.656250E+00
 -0.468750E+00 -0.562500E+00
 -0.468750E+00 -0.468750E+00
 -0.468750E+00 -0.375000E+00
 -0.468750E+00 -0.281250E+00
 -0.468750E+00 -0.187500E+00
 -0.468750E+00 -0.937500E-01
 -0.468750E+00  0.000000E+00
 -0.468750E+00  0.937500E-01
 -0.468750E+00  0.187500E+00
 -0.468750E+00  0.281250E+00
 -0.468750E+00  0.375000E+00
 -0.468750E+00  0.468750E+00
 -0.468750E+00  0.562500E+00
 -0.468750E+00  0.656250E+00
 -0.468750E+00  0.750000E+00
 -0.468750E+00  0.843750E+00
 -0.375000E+00 -0.843750E+00
 -0.375000E+00 -0.750000E+00
 -0.375000E+00 -0.656250E+00
 -0.375000E+00 -0.562500E+00
 -0.375000E+00 -0.468750E+00
 -0.375000E+00 -0.375000E+00
 -0.375000E+00 -0.281250E+00
 -0.375000E+00 -0.187500E+00
 -0.375000E+00 -0.937500E-01
 -0.375000E+00  0.000000E+00
 -0.375000E+00  0.937500E-01
 -0.375000E+00  0.187500E+00
 -0.375000E+00  0.281250E+00
 -0.375000E+00  0.375000E+00
 -0.375000E+00  0.468750E+00
 -0.375000E+00  0.562500E+00
 -0.375000E+00  0.656250E+00
 -0.375000E+00  0.750000E+00
 -0.375000E+00  0.843750E+00
 -0.281250E+00 -0.937500E+00
 -0.281250E+00 -0.843750E+00
 -0.281250E+00 -0.750000E+00
 -0.281250E+00 -0.656250E+00
 -0.281250E+00 -0.562500E+00
 -0.281250E+00 -0.468750E+00
 -0.281250E+00 -0.375000E+00
 -0.281250E+00 -0.281250E+00
 -0.281250E+00 -0.187500E+00
 -0.281250E+00 -0.937500E-01
 -0.281250E+00  0.000000E+00
 -0.281250E+00  0.937500E-01
 -0.281250E+00  0.187500E+00
 -0.281250E+00  0.281250E+00
 -0.281250E+00  0.375000E+00
 -0.281250E+00  0.468750E+00
 -0.281250E+00  0.562500E+00
 -0.281250E+00  0.656250E+00
 -0.281250E+00  0.750000E+00
 -0.281250E+00  0.843750E+00
 -0.281250E+00  0.937500E+00
 -0.187500E+00 -0.937500E+00
 -0.187500E+00 -0.843750E+00
 -0.187500E+00 -0.750000E+00
 -0.187500E+00 -0.656250E+00
 -0.187500E+00 -0.562500E+00
 -0.187500E+00 -0.468750E+00
 -0.187500E+00 -0.375000E+00
 -0.187500E+00 -0.281250E+00
 -0.187500E+00 -0.187500E+00
 -0.187500E+00 -0.937500E-01
 -0.187500E+00  0.000000E+00
 -0.187500E+00  0.937500E-01
 -0.187500E+00  0.187500E+00
 -0.187500E+00  0.281250E+00
 -0.187500E+00  0.375000E+00
 -0.187500E+00  0.468750E+00
 -0.187500E+00  0.562500E+00
 -0.187500E+00  0.656250E+00
 -0.187500E+00  0.750000E+00
 -0.187500E+00  0.843750E+00
 -0.187500E+00  0.937500E+00
 -0.937500E-01 -0.937500E+00
 -0.937500E-01 -0.843750E+00
 -0.937500E-01 -0.750000E+00
 -0.937500E-01 -0.656250E+00
 -0.937500E-01 -0.562500E+00
 -0.937500E-01 -0.468750E+00
 -0.937500E-01 -0.375000E+00
 -0.937500E-01 -0.281250E+00
 -0.937500E-01 -0.187500E+00
 -0.937500E-01 -0.937500E-01
 -0.937500E-01  0.000000E+00
 -0.937500E-01  0.937500E-01
 -0.937500E-01  0.187500E+00
 -0.937500E-01  0.281250E+00
 -0.937500E-01  0.375000E+00
 -0.937500E-01  0.468750E+00
 -0.937500E-01  0.562500E+00
 -0.937500E-01  0.656250E+00
 -0.937500E-01  0.750000E+00
 -0.937500E-01  0.843750E+00
 -0.937500E-01  0.937500E+00
  0.000000E+00 -0.937500E+00
  0.000000E+00 -0.843750E+00
  0.000000E+00 -0.750000E+00
  0.000000E+00 -0.656250E+00
  0.000000E+00 -0.562500E+00
  0.000000E+00 -0.468750E+00
  0.000000E+00 -0.375000E+00
  0.000000E+00 -0.281250E+00
  0.000000E+00 -0.187500E+00
  0.000000E+00 -0.937500E-01
  0.000000E+00  0.000000E+00
  0.000000E+00  0.937500E-01
  0.000000E+00  0.187500E+00
  0.000000E+00  0.281250E+00
  0.000000E+00  0.375000E+00
  0.000000E+00  0.468750E+00
  0.000000E+00  0.562500E+00
  0.000000E+00  0.656250E+00
  0.000000E+00  0.750000E+00
  0.000000E+00  0.843750E+00
  0.000000E+00  0.937500E+00
  0.937500E-01 -0.937500E+00
  0.937500E-01 -0.843750E+00
  0.937500E-01 -0.750000E+00
  0.937500E-01 -0.656250E+00
  0.937500E-01 -0.562500E+00
  0.937500E-01 -0.468750E+00
  0.937500E-01 -0.375000E+00
  0.937500E-01 -0.281250E+00
  0.937500E-01 -0.187500E+00
  0.937500E-01 -0.937500E-01
  0.937500E-01  0.000000E+00
  0.937500E-01  0.937500E-01
